Compounds,delta_S,r,delta_r,mass,delta_mass,specific,delta_specific,vaporization,delta_vaporization,fusion,delta_fusion,electronegativity,delta_electronegativity,density_re,delta_density_re,modulus_re,delta_modulus_re,Tm_re,delta_Tm_re,energy,delta_energy,formation,delta_formation,enthalpy,delta_enthalpy,lambda,delta_lambda,modulus_reo,delta_modulus_reo,Tm_reo,delta_Tm_reo,density_reo,delta_density_reo,CFS,delta_CFS
Tm0.5Er0.2Y0.5Gd0.8Si1O5,10.16583,0.27711,0.31890,39.53210,54.85343,145.57500,205.40501,121.87500,127.42659,9.53500,14.59208,0.54288,0.58776,2.17000,2.82893,22.77500,28.83637,537.41250,551.14256,2.56177,2.67642,-610.07500,696.04552,-577.12500,659.51057,0.32622,0.37640,47.68750,62.62810,816.47500,857.28931,2.13888,2.64426,4.03599,7.41519
Tm0.5Er0.2Y0.6Gd0.7Si2O7,9.51863,0.23755,0.29374,30.68249,49.12728,170.94545,232.42691,121.95455,131.18415,11.51091,16.57863,0.56773,0.63304,1.75883,2.53596,25.68182,32.39963,521.32727,552.05500,2.60478,2.81273,-525.66364,642.04227,-496.86364,608.34253,0.27925,0.34436,38.27273,57.84507,749.43636,818.28644,1.77464,2.38866,5.21066,8.46453
Tm0.5Er0.2Y0.6Gd0.7Si1O5,10.19813,0.27664,0.31820,38.67780,53.91828,146.30000,205.51740,122.81250,128.47941,9.55250,14.58631,0.54312,0.58790,2.12714,2.78780,22.81250,28.83957,540.07500,553.76452,2.56260,2.67706,-608.92500,694.45999,-576.18750,658.21511,0.32398,0.37303,48.00000,63.09913,816.35000,857.13061,2.10887,2.61277,4.03966,7.41370
Tm0.5Er0.2Y0.7Gd0.6Si2O7,9.51863,0.23721,0.29311,30.06118,48.19033,171.47273,232.40159,122.63636,131.92209,11.52364,16.57237,0.56791,0.63312,1.72765,2.49465,25.70909,32.39749,523.26364,554.03265,2.60539,2.81315,-524.82727,640.62144,-496.18182,607.18141,0.27762,0.34133,38.50000,58.27443,749.34545,818.15437,1.75282,2.35810,5.21334,8.46296
Tm0.5Er0.2Y0.7Gd0.6Si1O5,10.19813,0.27616,0.31750,37.82350,52.94424,147.02500,205.62558,123.75000,129.51264,9.57000,14.58051,0.54337,0.58804,2.08428,2.74496,22.85000,28.84269,542.73750,556.35342,2.56344,2.67769,-607.77500,692.86772,-575.25000,656.91492,0.32172,0.36960,48.31250,63.56417,816.22500,856.97184,2.07888,2.58033,4.04334,7.41220
Tm0.5Er0.2Y0.8Gd0.5Si2O7,9.49514,0.23686,0.29249,29.43987,47.22142,172.00000,232.37431,123.31818,132.65018,11.53636,16.56610,0.56809,0.63320,1.69648,2.45198,25.73636,32.39530,525.20000,555.99222,2.60600,2.81357,-523.99091,639.19566,-495.50000,606.01680,0.27598,0.33826,38.72727,58.69921,749.25455,818.02225,1.73100,2.32681,5.21601,8.46139
Tm0.5Er0.2Y0.8Gd0.5Si1O5,10.16583,0.27569,0.31679,36.96920,51.92910,147.75000,205.72955,124.68750,130.52675,9.58750,14.57467,0.54362,0.58818,2.04141,2.70034,22.88750,28.84573,545.40000,558.90971,2.56428,2.67832,-606.62500,691.26868,-574.31250,655.60997,0.31948,0.36612,48.62500,64.02336,816.10000,856.81302,2.04888,2.54691,4.04701,7.41071
Tm0.5Er0.2Y0.9Gd0.4Si2O7,9.44696,0.23652,0.29186,28.81856,46.21855,172.52727,232.34507,124.00000,133.36859,11.54909,16.55981,0.56827,0.63328,1.66531,2.40791,25.76364,32.39308,527.13636,557.93392,2.60661,2.81398,-523.15455,637.76490,-494.81818,604.84870,0.27435,0.33515,38.95455,59.11951,749.16364,817.89010,1.70918,2.29475,5.21868,8.45981
Tm0.5Er0.2Y0.9Gd0.4Si1O5,10.09958,0.27521,0.31608,36.11490,50.87041,148.47500,205.82932,125.62500,131.52218,9.60500,14.56879,0.54388,0.58832,1.99855,2.65385,22.92500,28.84869,548.06250,561.43385,2.56512,2.67895,-605.47500,689.66282,-573.37500,654.30024,0.31722,0.36259,48.93750,64.47681,815.97500,856.65414,2.01888,2.51246,4.05069,7.40921
Tm0.5Er0.2Y1.0Gd0.3Si2O7,9.37127,0.23617,0.29123,28.19725,45.17945,173.05455,232.31386,124.68182,134.07749,11.56182,16.55350,0.56845,0.63336,1.63414,2.36233,25.79091,32.39083,529.07273,559.85793,2.60722,2.81440,-522.31818,636.32912,-494.13636,603.67707,0.27271,0.33200,39.18182,59.53542,749.07273,817.75792,1.68736,2.26190,5.22135,8.45824
Tm0.5Er0.2Y1.0Gd0.3Si1O5,9.99550,0.27474,0.31537,35.26060,49.76538,149.20000,205.92489,126.56250,132.49936,9.62250,14.56288,0.54412,0.58845,1.95569,2.60537,22.96250,28.85157,550.72500,563.92627,2.56596,2.67959,-604.32500,688.05008,-572.43750,652.98569,0.31498,0.35899,49.25000,64.92466,815.85000,856.49521,1.98888,2.47694,4.05436,7.40771
Tm0.5Er0.2Y1.1Gd0.2Si2O7,9.26232,0.23583,0.29059,27.57595,44.10156,173.58182,232.28070,125.36364,134.77701,11.57455,16.54717,0.56864,0.63344,1.60296,2.31518,25.81818,32.38853,531.00909,561.76442,2.60783,2.81481,-521.48182,634.88829,-493.45455,602.50191,0.27107,0.32881,39.40909,59.94704,748.98182,817.62569,1.66555,2.22821,5.22403,8.45666
Tm0.5Er0.2Y1.1Gd0.2Si1O5,9.84570,0.27426,0.31466,34.40630,48.61087,149.92500,206.01627,127.50000,133.45868,9.64000,14.55693,0.54438,0.58859,1.91283,2.55482,23.00000,28.85438,553.38750,566.38738,2.56680,2.68022,-603.17500,686.43043,-571.50000,651.66630,0.31272,0.35534,49.56250,65.36700,815.72500,856.33621,1.95888,2.44030,4.05804,7.40620
Tm0.5Er0.2Y1.2Gd0.1Si2O7,9.10694,0.23548,0.28996,26.95464,42.98196,174.10909,232.24557,126.04545,135.46730,11.58727,16.54082,0.56882,0.63352,1.57179,2.26634,25.84545,32.38620,532.94545,563.65358,2.60844,2.81523,-520.64545,633.44238,-492.77273,601.32318,0.26944,0.32557,39.63636,60.35445,748.89091,817.49343,1.64373,2.19364,5.22670,8.45508
Tm0.5Er0.2Y1.2Gd0.1Si1O5,9.63206,0.27379,0.31395,33.55200,47.40325,150.65000,206.10347,128.43750,134.40053,9.65750,14.55094,0.54462,0.58873,1.86996,2.50204,23.03750,28.85710,556.05000,568.81759,2.56764,2.68085,-602.02500,684.80380,-570.56250,650.34204,0.31048,0.35162,49.87500,65.80397,815.60000,856.17715,1.92888,2.40250,4.06171,7.40469
Tm0.5Er0.3Y0.1Gd1.1Si2O7,9.22277,0.23885,0.29606,33.88003,53.57144,167.65455,232.72355,118.36364,127.19630,11.53727,16.58872,0.56718,0.63280,1.92528,2.74515,25.60000,32.40836,513.31818,543.63429,2.60134,2.81038,-529.85455,649.08913,-500.31818,614.17575,0.28515,0.35518,37.22727,55.79577,749.20000,817.97084,1.89491,2.55301,5.20073,8.47037
Tm0.5Er0.3Y0.1Gd1.1Si1O5,9.79132,0.27841,0.32081,43.07441,58.43936,141.77500,205.03221,117.87500,122.79928,9.58875,14.61029,0.54238,0.58749,2.35601,3.00054,22.70000,28.83364,529.06250,542.63846,2.55788,2.67349,-614.68750,702.33900,-580.93750,664.73440,0.33209,0.38524,46.56250,60.86526,816.02500,856.75430,2.27425,2.78540,4.02600,7.41924
Tm0.5Er0.3Y0.2Gd1.0Si2O7,9.37127,0.23850,0.29544,33.25872,52.77518,168.18182,232.71047,119.04545,127.98854,11.55000,16.58244,0.56736,0.63289,1.89411,2.71016,25.62727,32.40633,515.25455,545.68897,2.60195,2.81080,-529.01818,647.69262,-499.63636,613.03196,0.28352,0.35229,37.45455,56.24769,749.10909,817.83867,1.87309,2.52615,5.20340,8.46880
Tm0.5Er0.3Y0.2Gd1.0Si1O5,9.99550,0.27794,0.32012,42.22011,57.64787,142.50000,205.16662,118.81250,123.94059,9.60625,14.60443,0.54262,0.58763,2.31315,2.96616,22.73750,28.83700,531.72500,545.36756,2.55872,2.67413,-613.53750,700.78001,-580.00000,663.45789,0.32984,0.38200,46.87500,61.35913,815.90000,856.59539,2.24425,2.75792,4.02968,7.41776
Tm0.5Er0.3Y0.3Gd0.9Si2O7,9.47264,0.23815,0.29482,32.63741,51.95456,168.70909,232.69542,119.72727,128.77000,11.56273,16.57614,0.56755,0.63297,1.86294,2.67412,25.65455,32.40426,517.19091,547.72474,2.60256,2.81122,-528.18182,646.29131,-498.95455,611.88479,0.28188,0.34937,37.68182,56.69452,749.01818,817.70647,1.85127,2.49868,5.20607,8.46724
Tm0.5Er0.3Y0.3Gd0.9Si1O5,10.13490,0.27746,0.31942,41.36581,56.82449,143.22500,205.29679,119.75000,125.06008,9.62375,14.59853,0.54288,0.58777,2.27029,2.93036,22.77500,28.84028,534.38750,548.06205,2.55956,2.67476,-612.38750,699.21447,-579.06250,662.17677,0.32759,0.37871,47.18750,61.84650,815.77500,856.43642,2.21425,2.72963,4.03335,7.41628
Tm0.5Er0.3Y0.4Gd0.8Si2O7,9.53992,0.23781,0.29420,32.01610,51.10841,169.23636,232.67843,120.40909,129.54087,11.57545,16.56981,0.56773,0.63305,1.83176,2.63698,25.68182,32.40215,519.12727,549.74180,2.60317,2.81164,-527.34545,644.88518,-498.27273,610.73422,0.28025,0.34640,37.90909,57.13637,748.92727,817.57422,1.82945,2.47059,5.20875,8.46567
Tm0.5Er0.3Y0.4Gd0.8Si1O5,10.22740,0.27699,0.31872,40.51151,55.96782,143.95000,205.42272,120.68750,126.15831,9.64125,14.59259,0.54312,0.58791,2.22743,2.89308,22.81250,28.84347,537.05000,550.72244,2.56039,2.67540,-611.23750,697.64233,-578.12500,660.89100,0.32534,0.37538,47.50000,62.32751,815.65000,856.27739,2.18425,2.70050,4.03702,7.41479
Tm0.5Er0.3Y0.5Gd0.7Si2O7,9.57863,0.23746,0.29358,31.39479,50.23544,169.76364,232.65947,121.09091,130.30135,11.58818,16.56348,0.56791,0.63313,1.80059,2.59870,25.70909,32.40001,521.06364,551.74038,2.60378,2.81206,-526.50909,643.47421,-497.59091,609.58023,0.27861,0.34340,38.13636,57.57337,748.83636,817.44194,1.80764,2.44186,5.21142,8.46410
Tm0.5Er0.3Y0.5Gd0.7Si1O5,10.28063,0.27651,0.31802,39.65721,55.07630,144.67500,205.54442,121.62500,127.23584,9.65875,14.58661,0.54337,0.58805,2.18456,2.85428,22.85000,28.84659,539.71250,553.34923,2.56124,2.67603,-610.08750,696.06355,-577.18750,659.60056,0.32309,0.37198,47.81250,62.80231,815.52500,856.11831,2.15425,2.67051,4.04070,7.41330
Tm0.5Er0.3Y0.6Gd0.6Si2O7,9.59129,0.23712,0.29296,30.77348,49.33423,170.29091,232.63856,121.77273,131.05160,11.60091,16.55712,0.56809,0.63321,1.76942,2.55923,25.73636,32.39783,523.00000,553.72065,2.60439,2.81248,-525.67273,642.05835,-496.90909,608.42280,0.27697,0.34036,38.36364,58.00562,748.74545,817.30962,1.78582,2.41247,5.21409,8.46253
Tm0.5Er0.3Y0.6Gd0.6Si1O5,10.29803,0.27604,0.31732,38.80291,54.14821,145.40000,205.66189,122.56250,128.29319,9.67625,14.58060,0.54362,0.58819,2.14170,2.81387,22.88750,28.84963,542.37500,555.94288,2.56208,2.67667,-608.93750,694.47809,-576.25000,658.30542,0.32084,0.36854,48.12500,63.27104,815.40000,855.95916,2.12425,2.63962,4.04437,7.41181
Tm0.5Er0.3Y0.7Gd0.5Si2O7,9.57863,0.23677,0.29233,30.15217,48.40320,170.81818,232.61570,122.45455,131.79182,11.61364,16.55074,0.56827,0.63329,1.73825,2.51851,25.76364,32.39561,524.93636,555.68284,2.60500,2.81289,-524.83636,640.63757,-496.22727,607.26192,0.27534,0.33728,38.59091,58.43322,748.65455,817.17726,1.76400,2.38239,5.21676,8.46096
Tm0.5Er0.3Y0.7Gd0.5Si1O5,10.28063,0.27556,0.31662,37.94861,53.18164,146.12500,205.77515,123.50000,129.33085,9.69375,14.57455,0.54388,0.58832,2.09884,2.77181,22.92500,28.85259,545.03750,558.50386,2.56292,2.67730,-607.78750,692.88591,-575.31250,657.00555,0.31859,0.36504,48.43750,63.73383,815.27500,855.79996,2.09425,2.60780,4.04805,7.41031
Tm0.5Er0.3Y0.8Gd0.4Si2O7,9.53992,0.23643,0.29170,29.53086,47.44059,171.34545,232.59087,123.13636,132.52216,11.62636,16.54435,0.56845,0.63337,1.70707,2.47648,25.79091,32.39335,526.87273,557.62711,2.60561,2.81331,-524.00000,639.21185,-495.54545,606.09755,0.27370,0.33416,38.81818,58.85628,748.56364,817.04487,1.74218,2.35159,5.21944,8.45938
Tm0.5Er0.3Y0.8Gd0.4Si1O5,10.22740,0.27509,0.31591,37.09431,52.17445,146.85000,205.88419,124.43750,130.34930,9.71125,14.56847,0.54412,0.58846,2.05598,2.72800,22.96250,28.85547,547.70000,561.03262,2.56375,2.67793,-606.63750,691.28694,-574.37500,655.70093,0.31634,0.36148,48.75000,64.19082,815.15000,855.64070,2.06425,2.57503,4.05172,7.40881
Tm0.5Er0.3Y0.9Gd0.3Si2O7,9.47264,0.23608,0.29107,28.90955,46.44444,171.87273,232.56408,123.81818,133.24279,11.63909,16.53793,0.56864,0.63345,1.67590,2.43306,25.81818,32.39106,528.80909,559.55366,2.60622,2.81373,-523.16364,637.78114,-494.86364,604.92969,0.27206,0.33099,39.04545,59.27489,748.47273,816.91243,1.72036,2.32004,5.22211,8.45781
Tm0.5Er0.3Y0.9Gd0.3Si1O5,10.13490,0.27461,0.31520,36.24001,51.12424,147.57500,205.98903,125.37500,131.34897,9.72875,14.56235,0.54438,0.58860,2.01311,2.68236,23.00000,28.85827,550.36250,563.52960,2.56459,2.67857,-605.48750,689.68115,-573.43750,654.39152,0.31409,0.35787,49.06250,64.64211,815.02500,855.48137,2.03425,2.54125,4.05540,7.40731
Tm0.5Er0.3Y1.0Gd0.2Si2O7,9.37127,0.23574,0.29043,28.28825,45.41255,172.40000,232.53534,124.50000,133.95386,11.65182,16.53150,0.56882,0.63353,1.64473,2.38820,25.84545,32.38873,530.74545,561.46268,2.60683,2.81414,-522.32727,636.34542,-494.18182,603.75830,0.27043,0.32778,39.27273,59.68916,748.38182,816.77996,1.69855,2.28773,5.22478,8.45623
Tm0.5Er0.3Y1.0Gd0.2Si1O5,9.99550,0.27414,0.31448,35.38571,50.02830,148.30000,206.08967,126.31250,132.33031,9.74625,14.55619,0.54462,0.58874,1.97025,2.63480,23.03750,28.86100,553.02500,565.99520,2.56544,2.67920,-604.33750,688.06849,-572.50000,653.07731,0.31184,0.35420,49.37500,65.08785,814.90000,855.32199,2.00425,2.50644,4.05908,7.40580
Tm0.5Er0.3Y1.1Gd0.1Si2O7,9.22277,0.23539,0.28980,27.66694,44.34241,172.92727,232.50463,125.18182,134.65553,11.66455,16.52505,0.56900,0.63361,1.61355,2.34179,25.87273,32.38635,532.68182,563.35433,2.60745,2.81456,-521.49091,634.90465,-493.50000,602.58338,0.26879,0.32452,39.50000,60.09916,748.29091,816.64745,1.67673,2.25460,5.22745,8.45465
Tm0.5Er0.3Y1.1Gd0.1Si1O5,9.79132,0.27366,0.31377,34.53141,48.88355,149.02500,206.18612,127.25000,133.29370,9.76375,14.54999,0.54488,0.58888,1.92739,2.58521,23.07500,28.86364,555.68750,568.42985,2.56628,2.67983,-603.18750,686.44892,-571.56250,651.75825,0.30959,0.35046,49.68750,65.52812,814.77500,855.16255,1.97425,2.47054,4.06275,7.40429
Tm0.5Er0.4Y0.1Gd1.0Si2O7,9.30603,0.23841,0.29529,33.97102,53.75243,167.00000,232.91981,118.18182,127.05119,11.62727,16.56699,0.56755,0.63297,1.93587,2.76561,25.65455,32.40679,514.99091,545.36587,2.60095,2.81013,-529.86364,649.10494,-500.36364,614.25485,0.28287,0.35138,37.31818,55.96497,748.50909,816.99332,1.90609,2.57445,5.20415,8.46838
Tm0.5Er0.4Y0.1Gd1.0Si1O5,9.90581,0.27781,0.31994,43.19952,58.63632,140.87500,205.14478,117.62500,122.58807,9.71250,14.60409,0.54288,0.58778,2.37057,3.02299,22.77500,28.84418,531.36250,544.93684,2.55734,2.67310,-614.70000,702.35674,-581.00000,664.82310,0.32895,0.38100,46.68750,61.04824,815.07500,855.58175,2.28962,2.80913,4.03071,7.41737
Tm0.5Er0.4Y0.2Gd0.9Si2O7,9.44696,0.23806,0.29467,33.34971,52.96064,167.52727,232.90916,118.86364,127.84591,11.64000,16.56059,0.56773,0.63305,1.90470,2.73108,25.68182,32.40468,516.92727,547.40436,2.60156,2.81055,-529.02727,647.70847,-499.68182,613.11129,0.28124,0.34844,37.54545,56.41494,748.41818,816.86087,1.88427,2.54797,5.20683,8.46681
Tm0.5Er0.4Y0.2Gd0.9Si1O5,10.09958,0.27734,0.31925,42.34522,57.85053,141.60000,205.28429,118.56250,123.73441,9.73000,14.59798,0.54313,0.58792,2.32771,2.98921,22.81250,28.84737,534.02500,547.63632,2.55818,2.67374,-613.55000,700.79782,-580.06250,663.54690,0.32670,0.37770,47.00000,61.53962,814.95000,855.42240,2.25963,2.78215,4.03439,7.41589
Tm0.5Er0.4Y0.3Gd0.8Si2O7,9.53992,0.23772,0.29405,32.72840,52.14471,168.05455,232.89655,119.54545,128.62981,11.65273,16.55416,0.56791,0.63313,1.87353,2.69552,25.70909,32.40254,518.86364,549.42413,2.60217,2.81097,-528.19091,646.30722,-499.00000,611.96435,0.27960,0.34546,37.77273,56.85986,748.32727,816.72838,1.86245,2.52090,5.20950,8.46524
Tm0.5Er0.4Y0.3Gd0.8Si1O5,10.22740,0.27686,0.31855,41.49092,57.03312,142.32500,205.41955,119.50000,124.85880,9.74750,14.59183,0.54337,0.58806,2.28485,2.95403,22.85000,28.85049,536.68750,550.30162,2.55902,2.67437,-612.40000,699.23235,-579.12500,662.26610,0.32445,0.37434,47.31250,62.02455,814.82500,855.26299,2.22962,2.75438,4.03806,7.41440
Tm0.5Er0.4Y0.4Gd0.7Si2O7,9.59773,0.23737,0.29342,32.10709,51.30350,168.58182,232.88200,120.22727,129.40309,11.66545,16.54772,0.56809,0.63321,1.84235,2.65889,25.73636,32.40035,520.80000,551.42537,2.60278,2.81138,-527.35455,644.90115,-498.31818,610.81401,0.27796,0.34244,38.00000,57.29985,748.23636,816.59585,1.84064,2.49322,5.21217,8.46367
Tm0.5Er0.4Y0.4Gd0.7Si1O5,10.30689,0.27639,0.31785,40.63662,56.18273,143.05000,205.55056,120.43750,125.96181,9.76500,14.58565,0.54362,0.58819,2.24199,2.91740,22.88750,28.85353,539.35000,552.93324,2.55987,2.67501,-611.25000,697.66029,-578.18750,660.98064,0.32220,0.37093,47.62500,62.50317,814.70000,855.10352,2.19962,2.72579,4.04174,7.41291
Tm0.5Er0.4Y0.5Gd0.6Si2O7,9.62560,0.23703,0.29280,31.48578,50.43574,169.10909,232.86549,120.90909,130.16593,11.67818,16.54126,0.56827,0.63329,1.81118,2.62114,25.76364,32.39814,522.73636,553.40828,2.60339,2.81180,-526.51818,643.49023,-497.63636,609.66026,0.27633,0.33939,38.22727,57.73502,748.14545,816.46328,1.81882,2.46492,5.21485,8.46210
Tm0.5Er0.4Y0.5Gd0.6Si1O5,10.34522,0.27591,0.31715,39.78232,55.29781,143.77500,205.67734,121.37500,127.04400,9.78250,14.57943,0.54387,0.58833,2.19913,2.87928,22.92500,28.85649,542.01250,555.53165,2.56070,2.67564,-610.10000,696.08158,-577.25000,659.69052,0.31995,0.36747,47.93750,62.97564,814.57500,854.94399,2.16962,2.69636,4.04541,7.41141
Tm0.5Er0.4Y0.6Gd0.5Si2O7,9.62560,0.23668,0.29217,30.86447,49.54005,169.63636,232.84702,121.59091,130.91851,11.69091,16.53478,0.56845,0.63337,1.78001,2.58222,25.79091,32.39588,524.67273,555.37307,2.60401,2.81222,-525.68182,642.07442,-496.95455,608.50306,0.27469,0.33629,38.45455,58.16549,748.05455,816.33068,1.79700,2.43597,5.21752,8.46053
Tm0.5Er0.4Y0.6Gd0.5Si1O5,10.34522,0.27544,0.31644,38.92802,54.37670,144.50000,205.79989,122.31250,128.10590,9.80000,14.57318,0.54412,0.58847,2.15626,2.83959,22.96250,28.85937,544.67500,558.09733,2.56154,2.67628,-608.95000,694.49620,-576.31250,658.39570,0.31770,0.36395,48.25000,63.44209,814.45000,854.78440,2.13962,2.66605,4.04909,7.40992
Tm0.5Er0.4Y0.7Gd0.4Si2O7,9.59773,0.23634,0.29154,30.24316,48.61486,170.16364,232.82660,122.27273,131.66101,11.70364,16.52828,0.56864,0.63346,1.74884,2.54208,25.81818,32.39358,526.60909,557.31992,2.60462,2.81264,-524.84545,640.65370,-496.27273,607.34241,0.27305,0.33316,38.68182,58.59135,747.96364,816.19804,1.77518,2.40634,5.22019,8.45896
Tm0.5Er0.4Y0.7Gd0.4Si1O5,10.30689,0.27496,0.31573,38.07373,53.41752,145.22500,205.91822,123.25000,129.14802,9.81750,14.56688,0.54438,0.58861,2.11340,2.79827,23.00000,28.86217,547.33750,560.63073,2.56238,2.67691,-607.80000,692.90409,-575.37500,657.09616,0.31545,0.36038,48.56250,63.90265,814.32500,854.62475,2.10962,2.63484,4.05276,7.40842
Tm0.5Er0.4Y0.8Gd0.3Si2O7,9.53992,0.23599,0.29091,29.62185,47.65847,170.69091,232.80422,122.95455,132.39361,11.71636,16.52176,0.56882,0.63354,1.71766,2.50066,25.84545,32.39125,528.54545,559.24903,2.60523,2.81305,-524.00909,639.22803,-495.59091,606.17828,0.27142,0.32997,38.90909,59.01270,747.87273,816.06536,1.75336,2.37602,5.22286,8.45738
Tm0.5Er0.4Y0.8Gd0.3Si1O5,10.22740,0.27449,0.31502,37.21942,52.41818,145.95000,206.03233,124.18750,130.17082,9.83500,14.56055,0.54462,0.58875,2.07054,2.75525,23.03750,28.86489,550.00000,563.13227,2.56322,2.67755,-606.65000,691.30520,-574.43750,655.79187,0.31320,0.35674,48.87500,64.35745,814.20000,854.46504,2.07962,2.60269,4.05644,7.40691
Tm0.5Er0.4Y0.9Gd0.2Si2O7,9.44696,0.23565,0.29027,29.00055,46.66895,171.21818,232.77988,123.63636,133.11645,11.72909,16.51523,0.56900,0.63362,1.68649,2.45789,25.87273,32.38888,530.48182,561.16057,2.60584,2.81347,-523.17273,637.79738,-494.90909,605.01066,0.26978,0.32675,39.13636,59.42965,747.78182,815.93264,1.73155,2.34498,5.22554,8.45580
Tm0.5Er0.4Y0.9Gd0.2Si1O5,10.09958,0.27401,0.31430,36.36512,51.37633,146.67500,206.14224,125.12500,131.17476,9.85250,14.55419,0.54488,0.58889,2.02768,2.71044,23.07500,28.86754,552.66250,565.60238,2.56407,2.67818,-605.50000,689.69949,-573.50000,654.48279,0.31095,0.35305,49.18750,64.80660,814.07500,854.30528,2.04962,2.56957,4.06011,7.40540
Tm0.5Er0.4Y1.0Gd0.1Si2O7,9.30603,0.23530,0.28964,28.37924,45.64416,171.74545,232.75359,124.31818,133.82971,11.74182,16.50867,0.56918,0.63370,1.65532,2.41371,25.90000,32.38647,532.41818,563.05472,2.60645,2.81389,-522.33636,636.36171,-494.22727,603.83951,0.26815,0.32348,39.36364,59.84227,747.69091,815.79988,1.70973,2.31318,5.22821,8.45422
Tm0.5Er0.4Y1.0Gd0.1Si1O5,9.90581,0.27354,0.31359,35.51082,50.28933,147.40000,206.24795,126.06250,132.16027,9.87000,14.54778,0.54513,0.58902,1.98481,2.66377,23.11250,28.87010,555.32500,568.04147,2.56490,2.67881,-604.35000,688.08691,-572.56250,653.16890,0.30870,0.34929,49.50000,65.25024,813.95000,854.14545,2.01962,2.53544,4.06379,7.40389
Tm0.5Er0.5Y0.1Gd0.9Si2O7,9.36263,0.23797,0.29451,34.06201,53.93256,166.34545,233.11289,118.00000,126.90548,11.71727,16.54443,0.56791,0.63314,1.94646,2.78586,25.70909,32.40506,516.66364,547.08360,2.60057,2.80987,-529.87273,649.12074,-500.40909,614.33392,0.28059,0.34750,37.40909,56.13343,747.81818,816.01367,1.91727,2.59563,5.20758,8.46639
Tm0.5Er0.5Y0.1Gd0.9Si1O5,9.98363,0.27721,0.31907,43.32464,58.83220,139.97500,205.25088,117.37500,122.37566,9.83625,14.59618,0.54337,0.58806,2.38514,3.04516,22.85000,28.85439,533.66250,547.20986,2.55682,2.67271,-614.71250,702.37448,-581.06250,664.91177,0.32581,0.37668,46.81250,61.23027,814.12500,854.40588,2.30500,2.83252,4.03542,7.41549
Tm0.5Er0.5Y0.2Gd0.8Si2O7,9.49514,0.23763,0.29389,33.44070,53.14519,166.87273,233.10467,118.68182,127.70270,11.73000,16.53790,0.56809,0.63322,1.91529,2.75178,25.73636,32.40288,518.60000,549.10606,2.60118,2.81029,-529.03636,647.72433,-499.72727,613.19059,0.27895,0.34451,37.63636,56.58146,747.72727,815.88093,1.89545,2.56952,5.21025,8.46482
Tm0.5Er0.5Y0.2Gd0.8Si1O5,10.16583,0.27674,0.31838,42.47034,58.05205,140.70000,205.39548,118.31250,123.52706,9.85375,14.58982,0.54362,0.58820,2.34228,3.01196,22.88750,28.85743,536.32500,549.88008,2.55766,2.67334,-613.56250,700.81563,-580.12500,663.63589,0.32356,0.37330,47.12500,61.71917,814.00000,854.24609,2.27500,2.80604,4.03910,7.41400
Tm0.5Er0.5Y0.3Gd0.7Si2O7,9.57863,0.23728,0.29327,32.81939,52.33391,167.40000,233.09450,119.36364,128.48905,11.74273,16.53136,0.56827,0.63330,1.88412,2.71669,25.76364,32.40066,520.53636,551.10997,2.60179,2.81071,-528.20000,646.32313,-499.04545,612.04389,0.27732,0.34148,37.86364,57.02448,747.63636,815.74816,1.87364,2.54284,5.21293,8.46325
Tm0.5Er0.5Y0.3Gd0.7Si1O5,10.28063,0.27626,0.31767,41.61604,57.24056,141.42500,205.53582,119.25000,124.65637,9.87125,14.58343,0.54388,0.58834,2.29941,2.97740,22.92500,28.86039,538.98750,552.51655,2.55849,2.67398,-612.41250,699.25023,-579.18750,662.35540,0.32131,0.36987,47.43750,62.20167,813.87500,854.08623,2.24500,2.77877,4.04278,7.41251
Tm0.5Er0.5Y0.4Gd0.6Si2O7,9.62560,0.23694,0.29264,32.19808,51.49759,167.92727,233.08238,120.04545,129.26474,11.75545,16.52479,0.56845,0.63338,1.85295,2.68055,25.79091,32.39840,522.47273,553.09553,2.60240,2.81113,-527.36364,644.91711,-498.36364,610.89378,0.27568,0.33841,38.09091,57.46263,747.54545,815.61534,1.85182,2.51556,5.21560,8.46168
Tm0.5Er0.5Y0.4Gd0.6Si1O5,10.34522,0.27579,0.31697,40.76174,56.39637,142.15000,205.67192,120.18750,125.76419,9.88875,14.57701,0.54412,0.58848,2.25655,2.94141,22.96250,28.86327,541.65000,555.11974,2.55934,2.67462,-611.26250,697.67824,-578.25000,661.07027,0.31906,0.36639,47.75000,62.67793,813.75000,853.92631,2.21500,2.75071,4.04645,7.41102
Tm0.5Er0.5Y0.5Gd0.5Si2O7,9.64082,0.23659,0.29201,31.57677,50.63499,168.45455,233.06831,120.72727,130.02995,11.76818,16.51821,0.56864,0.63346,1.82177,2.64331,25.81818,32.39611,524.40909,555.06293,2.60301,2.81155,-526.52727,643.50625,-497.68182,609.74026,0.27405,0.33530,38.31818,57.89599,747.45455,815.48249,1.83000,2.48767,5.21827,8.46010
